,OID_,X,Site_ID,Date,Latitude,Longitude,Parameter,WQ_Value,Units,Method_Description,B2,B3,B4,B5,B6,B7,SCL,NDCI,TwoBDA,MCI,ThreeBDA,NDCI_alt,TwoBDA_alt,MCI_alt,ThreeBDA_a,areasqkm,huc2,region
84,327,5694,NWIS_321400000000000,10/13/2020,32.23351667,-95.4767,Chl,34,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",161,265,171,234,104,116,6,0.155555556,1.368421053,28.16,-103.9984256,-0.21559633,0.645283019,-116.32,-234.0020744,474542.91,12,Texas-Gulf Region
85,328,5695,NWIS_321400000000000,10/13/2020,32.23351667,-95.4767,Chl,31.65,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",161,265,171,234,104,116,6,0.155555556,1.368421053,28.16,-103.9984256,-0.21559633,0.645283019,-116.32,-234.0020744,474542.91,12,Texas-Gulf Region
86,331,5764,NWIS_323439000000000,3/14/2019,32.5777611,-101.1441389,Chl,10.775,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",372,877,913,782,200,169,6,-0.077286136,0.856516977,-501.76,-200.0001835,0.020111732,1.041049031,-32.4,-781.999955,474542.91,12,Texas-Gulf Region
87,335,5768,NWIS_323503000000000,3/14/2019,32.58443889,-101.1471,Chl,10.78461538,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",384,868,865,754,216,189,6,-0.06856084,0.871676301,-448.48,-216.0001702,-0.001731102,0.996543779,-85.08,-754.000004,474542.91,12,Texas-Gulf Region
88,337,5772,NWIS_323511000000000,1/13/2020,32.58655,-101.1443611,Chl,8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",361,733,491,378,100,84,6,-0.130034522,0.769857434,-316.32,-100.0006088,-0.197712418,0.669849932,-497.6,-378.0006724,474542.91,12,Texas-Gulf Region
89,340,5773,NWIS_323511000000000,1/13/2020,32.58655,-101.1443611,Chl,9.014285714,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",361,733,491,378,100,84,6,-0.130034522,0.769857434,-316.32,-100.0006088,-0.197712418,0.669849932,-497.6,-378.0006724,474542.91,12,Texas-Gulf Region
90,344,5787,NWIS_323531000000000,3/14/2019,32.59198889,-101.1666889,Chl,8.828571429,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",469,1054,1484,1405,541,494,6,-0.027345102,0.946765499,-569.36,-541.0000379,0.169424744,1.407969639,682.72,-1404.999725,474542.91,12,Texas-Gulf Region
91,348,5841,NWIS_324853000000000,5/6/2020,32.81482778,-95.5526444,Chl,8.125,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",771,769,659,699,814,889,6,0.029455081,1.060698027,120.6,-813.9999132,-0.077030812,0.856957087,-160.4,-699.0002171,474542.91,12,Texas-Gulf Region
92,354,5853,NWIS_324854000000000,3/18/2019,32.81505,-95.5532833,Chl,13.06666667,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",322,462,306,271,133,127,6,-0.060658579,0.885620915,-124.96,-133.0004221,-0.203125,0.662337662,-293.52,-271.0011035,474542.91,12,Texas-Gulf Region
93,358,5857,NWIS_324854000000000,4/2/2019,32.81505,-95.5532833,Chl,22.33809524,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",414,540,380,354,246,248,6,-0.035422343,0.931578947,-95.68,-246.0001933,-0.173913043,0.703703704,-293.92,-354.0007797,474542.91,12,Texas-Gulf Region
94,360,5861,NWIS_324857000000000,7/20/2020,32.81605278,-96.5135056,Chl,24,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",460,607,358,408,264,295,6,0.065274151,1.139664804,1.12,-263.9996577,-0.258031088,0.589785832,-392.28,-408.0011459,474542.91,12,Texas-Gulf Region
95,363,5862,NWIS_324857000000000,7/20/2020,32.81605278,-96.5135056,Chl,11.17777778,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",460,607,358,408,264,295,6,0.065274151,1.139664804,1.12,-263.9996577,-0.258031088,0.589785832,-392.28,-408.0011459,474542.91,12,Texas-Gulf Region
96,368,5889,NWIS_325056000000000,3/18/2019,32.84888333,-95.9975833,Chl,13.14285714,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",559,804,652,610,232,223,6,-0.033280507,0.935582822,-260.4,-232.0001056,-0.104395604,0.810945274,-291.68,-610.00029,474542.91,12,Texas-Gulf Region
97,378,5912,NWIS_325125000000000,3/18/2019,32.85716667,-95.9551111,Chl,15.58823529,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",439,641,419,398,163,152,6,-0.025703794,0.949880668,-154.12,-163.0001259,-0.209433962,0.653666147,-396.96,-398.0008266,474542.91,12,Texas-Gulf Region
98,380,5916,NWIS_325125000000000,4/2/2019,32.85716667,-95.9551111,Chl,21.58823529,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",585,776,564,512,269,271,6,-0.048327138,0.907801418,-205.4,-269.0001801,-0.158208955,0.726804124,-402.08,-512.0004844,474542.91,12,Texas-Gulf Region
99,386,5920,NWIS_325227000000000,7/20/2020,32.87435833,-96.5400667,Chl,33,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",422,593,348,435,237,238,6,0.111111111,1.25,29.28,-236.9994253,-0.260361318,0.586846543,-358.76,-435.0011872,474542.91,12,Texas-Gulf Region
100,388,5921,NWIS_325227000000000,7/20/2020,32.87435833,-96.5400667,Chl,18.03333333,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",422,593,348,435,237,238,6,0.111111111,1.25,29.28,-236.9994253,-0.260361318,0.586846543,-358.76,-435.0011872,474542.91,12,Texas-Gulf Region
101,390,5943,NWIS_325245000000000,3/18/2019,32.87916667,-95.63235,Chl,15.8875,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",492,758,660,619,257,235,6,-0.032056294,0.937878788,-250.56,-257.0001004,-0.069111425,0.870712401,-198.08,-619.0001959,474542.91,12,Texas-Gulf Region
102,402,5956,NWIS_325510000000000,5/6/2020,32.91947778,-95.7017306,Chl,14,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",698,847,807,862,604,624,6,0.032953865,1.068153656,-50.56,-603.9999209,-0.024183797,0.952774498,-29.2,-862.0000585,474542.91,12,Texas-Gulf Region
103,406,5957,NWIS_325510000000000,5/6/2020,32.91947778,-95.7017306,Chl,22.075,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",698,847,807,862,604,624,6,0.032953865,1.068153656,-50.56,-603.9999209,-0.024183797,0.952774498,-29.2,-862.0000585,474542.91,12,Texas-Gulf Region
104,412,5983,NWIS_325641000000000,7/20/2020,32.94483333,-96.5001167,Chl,18.325,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",453,673,353,462,216,227,6,0.133742331,1.30878187,37.76,-215.9993316,-0.311890838,0.524517088,-471.92,-462.001347,474542.91,12,Texas-Gulf Region
105,414,5982,NWIS_325641000000000,7/20/2020,32.94483333,-96.5001167,Chl,43,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",453,673,353,462,216,227,6,0.133742331,1.30878187,37.76,-215.9993316,-0.311890838,0.524517088,-471.92,-462.001347,474542.91,12,Texas-Gulf Region
106,417,6018,NWIS_325818000000000,8/19/2020,32.9718361,-97.0677694,Chl,7.84,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",262,379,188,197,117,120,6,0.023376623,1.04787234,-27.92,-116.999757,-0.33686067,0.496042216,-322.04,-197.0026806,474542.91,12,Texas-Gulf Region
107,421,6017,NWIS_325818000000000,8/19/2020,32.9718361,-97.0677694,Chl,18,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",262,379,188,197,117,120,6,0.023376623,1.04787234,-27.92,-116.999757,-0.33686067,0.496042216,-322.04,-197.0026806,474542.91,12,Texas-Gulf Region
108,422,6072,NWIS_330047000000000,8/19/2020,33.0132222,-97.1501083,Chl,19,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",367,568,323,376,160,167,6,0.075822604,1.164086687,-31.76,-159.9995636,-0.274971942,0.568661972,-383.24,-376.0013354,474542.91,12,Texas-Gulf Region
109,424,6073,NWIS_330047000000000,8/19/2020,33.0132222,-97.1501083,Chl,12.3,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",367,568,323,376,160,167,6,0.075822604,1.164086687,-31.76,-159.9995636,-0.274971942,0.568661972,-383.24,-376.0013354,474542.91,12,Texas-Gulf Region
110,437,6171,NWIS_330455000000000,10/1/2020,33.08218333,-96.9654,Chl,12.42727273,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",978,1075,823,912,915,871,6,0.05129683,1.108140948,136.84,-914.9998814,-0.132771338,0.765581395,-369.36,-912.0002848,474542.91,12,Texas-Gulf Region
111,440,6170,NWIS_330455000000000,10/1/2020,33.08218333,-96.9654,Chl,19,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",978,1075,823,912,915,871,6,0.05129683,1.108140948,136.84,-914.9998814,-0.132771338,0.765581395,-369.36,-912.0002848,474542.91,12,Texas-Gulf Region
112,447,6185,NWIS_330456000000000,10/1/2020,33.0823,-96.9332,Chl,42,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",1015,1132,837,944,894,871,6,0.060078608,1.127837515,136.64,-893.9998646,-0.149822245,0.739399293,-430.36,-944.0003114,474542.91,12,Texas-Gulf Region
113,450,6186,NWIS_330456000000000,10/1/2020,33.0823,-96.9332,Chl,19.08571429,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",1015,1132,837,944,894,871,6,0.060078608,1.127837515,136.64,-893.9998646,-0.149822245,0.739399293,-430.36,-944.0003114,474542.91,12,Texas-Gulf Region
114,454,6190,NWIS_330548000000000,5/15/2019,33.09678056,-97.0349806,Chl,23.225,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",1095,1293,1176,1280,1076,1161,6,0.042345277,1.088435374,52,-1075.999931,-0.047387606,0.909512761,-126.36,-1280.000077,474542.91,12,Texas-Gulf Region
115,456,6200,NWIS_330557000000000,8/17/2020,33.09935,-97.0399667,Chl,11.63333333,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",880,985,788,925,865,870,6,0.079976649,1.173857868,177.04,-864.999812,-0.111111111,0.8,-240.2,-925.0002538,474542.91,12,Texas-Gulf Region
116,459,6199,NWIS_330557000000000,8/17/2020,33.09935,-97.0399667,Chl,18,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",880,985,788,925,865,870,6,0.079976649,1.173857868,177.04,-864.999812,-0.111111111,0.8,-240.2,-925.0002538,474542.91,12,Texas-Gulf Region
117,466,6227,NWIS_330630000000000,5/15/2019,33.10846944,-96.9659361,Chl,10.12916667,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",1325,1466,1346,1354,1208,1229,6,0.002962963,1.005943536,-63.76,-1207.999996,-0.042674253,0.918144611,-200.64,-1354.000061,474542.91,12,Texas-Gulf Region
118,472,6236,NWIS_331135000000000,8/17/2020,33.19313333,-97.0364333,Chl,51,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",1025,1303,1106,1368,1043,1088,6,0.105901374,1.236889693,229.24,-1042.999827,-0.081776671,0.848810437,-150.2,-1368.000137,474542.91,12,Texas-Gulf Region
119,473,6237,NWIS_331135000000000,8/17/2020,33.19313333,-97.0364333,Chl,27.9,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",1025,1303,1106,1368,1043,1088,6,0.105901374,1.236889693,229.24,-1042.999827,-0.081776671,0.848810437,-150.2,-1368.000137,474542.91,12,Texas-Gulf Region
120,481,6282,NWIS_332155000000000,6/15/2020,33.3655222,-97.05535,Chl,15,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",587,759,426,417,285,282,6,-0.010676157,0.978873239,-82.32,-285.0000507,-0.281012658,0.561264822,-579.24,-417.0010299,474542.91,12,Texas-Gulf Region
121,483,6283,NWIS_332155000000000,6/15/2020,33.3655222,-97.05535,Chl,6.2375,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",587,759,426,417,285,282,6,-0.010676157,0.978873239,-82.32,-285.0000507,-0.281012658,0.561264822,-579.24,-417.0010299,474542.91,12,Texas-Gulf Region
122,489,6307,NWIS_332608000000000,6/15/2020,33.43559167,-96.9889417,Chl,7.677777778,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",633,876,491,480,268,284,6,-0.011328527,0.977596741,-126.96,-268.0000467,-0.281638625,0.560502283,-670.12,-480.0008951,474542.91,12,Texas-Gulf Region
123,493,6306,NWIS_332608000000000,6/15/2020,33.43559167,-96.9889417,Chl,12,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",633,876,491,480,268,284,6,-0.011328527,0.977596741,-126.96,-268.0000467,-0.281638625,0.560502283,-670.12,-480.0008951,474542.91,12,Texas-Gulf Region
124,496,6312,NWIS_332608000000000,7/23/2020,33.43559167,-96.9889417,Chl,5.9625,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",265,287,162,169,116,125,6,0.021148036,1.043209877,-16.92,-115.9997443,-0.278396437,0.56445993,-209.96,-169.0026885,474542.91,12,Texas-Gulf Region
125,497,6311,NWIS_332608000000000,7/23/2020,33.43559167,-96.9889417,Chl,11,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",265,287,162,169,116,125,6,0.021148036,1.043209877,-16.92,-115.9997443,-0.278396437,0.56445993,-209.96,-169.0026885,474542.91,12,Texas-Gulf Region
126,500,6327,NWIS_332840000000000,7/23/2020,33.47783889,-97.1048444,Chl,21.43333333,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",1211,1534,1319,1476,1098,1141,6,0.056171735,1.119029568,42.08,-1097.999919,-0.075359271,0.859843546,-256.76,-1476.000106,474542.91,12,Texas-Gulf Region
127,503,6326,NWIS_332840000000000,7/23/2020,33.47783889,-97.1048444,Chl,29,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",1211,1534,1319,1476,1098,1141,6,0.056171735,1.119029568,42.08,-1097.999919,-0.075359271,0.859843546,-256.76,-1476.000106,474542.91,12,Texas-Gulf Region
128,506,6379,NWIS_334454000000000,4/25/2019,33.74835,-99.1548194,Chl,9.05,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",215,316,143,121,103,118,6,-0.083333333,0.846153846,-42.8,-103.0012715,-0.376906318,0.452531646,-313.4,-121.0038285,642212.68,11,Arkansas-White-Red Region
129,508,6413,NWIS_335024000000000,9/16/2020,33.84025,-96.6069667,Chl,10.72857143,ug/l,"Chlorophylls, water, in situ, fluorometric method, excitation at 470 +-15 nm, emission at 685 +-20 nm, micrograms per liter",305,312,202,211,199,199,6,0.021791768,1.044554455,7.44,-198.9997888,-0.214007782,0.647435897,-182.72,-211.0017454,642212.68,11,Arkansas-White-Red Region
130,512,6412,NWIS_335024000000000,9/16/2020,33.84025,-96.6069667,Chl,26,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",305,312,202,211,199,199,6,0.021791768,1.044554455,7.44,-198.9997888,-0.214007782,0.647435897,-182.72,-211.0017454,642212.68,11,Arkansas-White-Red Region
131,518,6513,NWIS_340029000000000,8/4/2020,34.00806667,-96.6276167,Chl,21,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",1437,1420,1343,1713,1865,2184,6,0.121073298,1.275502606,641.44,-1864.999839,-0.027868259,0.945774648,133.96,-1713.00004,642212.68,11,Arkansas-White-Red Region
132,523,6586,NWIS_373642000000000,10/6/2020,37.61173889,-122.2012,Chl,6.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",521,598,329,258,130,130,6,-0.120954003,0.784194529,-174.48,-130.0008365,-0.290183387,0.550167224,-513.8,-258.0013673,436625.32,18,California Region
133,525,6593,NWIS_373642000000000,4/29/2021,37.61173889,-122.2012,Chl,26.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",836,1004,950,974,599,594,6,0.012474012,1.025263158,-158.52,-598.9999741,-0.027635619,0.946215139,-75.6,-974.0000566,436625.32,18,California Region
134,526,6595,NWIS_373642000000000,7/8/2021,37.61173889,-122.2012,Chl,15,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",490,694,506,487,236,244,6,-0.019133938,0.962450593,-159.4,-236.0000771,-0.156666667,0.729106628,-337.04,-487.0005354,436625.32,18,California Region
135,532,6627,NWIS_373751000000000,4/29/2021,37.63078889,-122.2432,Chl,8.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",828,999,931,941,600,595,6,0.00534188,1.010741139,-162.12,-599.9999886,-0.035233161,0.931931932,-109.76,-941.0000731,436625.32,18,California Region
136,533,6636,NWIS_374027000000000,2/3/2021,37.6742,-122.2178,Chl,6.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",432,527,272,215,58,62,6,-0.117043121,0.790441176,-168.28,-58.00097469,-0.319148936,0.516129032,-479.64,-215.0017789,436625.32,18,California Region
137,534,6639,NWIS_374027000000000,4/29/2021,37.6742,-122.2178,Chl,52,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",765,923,791,836,466,458,6,0.027658267,1.056890013,-124,-465.9999319,-0.077012835,0.856988082,-194.64,-836.0001808,436625.32,18,California Region
138,535,6641,NWIS_374027000000000,7/8/2021,37.6742,-122.2178,Chl,26.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",543,743,506,492,287,290,6,-0.014028056,0.972332016,-127.88,-287.0000562,-0.189751801,0.68102288,-417.72,-492.0006304,436625.32,18,California Region
139,540,6686,NWIS_375709000000000,7/8/2020,37.9524,-121.3175,Chl,7.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",612,830,617,788,536,550,6,0.121708185,1.277147488,128.88,-535.9996483,-0.147201106,0.743373494,-243.24,-788.0004159,436625.32,18,California Region
140,549,6881,NWIS_380631000000000,5/30/2019,38.10853056,-122.0559806,Chl,5.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",765,1002,887,838,449,443,6,-0.028405797,0.94475761,-276.76,-449.0000659,-0.060878772,0.885229541,-233.08,-838.0001294,436625.32,18,California Region
141,578,7139,NWIS_381725000000000,9/24/2019,38.29028038,-104.8294251,Chl,15.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",41,152,51,51,1,4,6,0,1,-26,-1,-0.497536946,0.335526316,-173.72,-51.0130289,642212.68,11,Arkansas-White-Red Region
142,582,7147,NWIS_381725000000000,8/11/2021,38.29028038,-104.8294251,Chl,10.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",708,815,557,545,469,482,6,-0.010889292,0.978456014,-57.76,-469.0000395,-0.188046647,0.683435583,-452.4,-545.0005683,642212.68,11,Arkansas-White-Red Region
143,592,7274,NWIS_382831000000000,9/3/2021,38.47526994,-107.2911664,Chl,10.05,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",227,340,89,91,15,19,6,0.011111111,1.02247191,-36.48,-14.99975306,-0.585081585,0.261764706,-430.28,-91.00829478,293569.02,14,Upper Colorado Region
144,594,7280,NWIS_382856000000000,7/15/2021,38.4822137,-107.0839377,Chl,22.05,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",257,289,144,140,97,107,6,-0.014084507,0.972222222,-28.44,-97.00019841,-0.334872979,0.498269896,-252.28,-140.0034842,293569.02,14,Upper Colorado Region
145,595,7281,NWIS_382856000000000,7/20/2021,38.4822137,-107.0839377,Chl,78.65,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",239,305,137,108,60,69,6,-0.118367347,0.788321168,-69.04,-60.00195999,-0.380090498,0.449180328,-309.84,-108.0040206,293569.02,14,Upper Colorado Region
146,596,7282,NWIS_382856000000000,8/4/2021,38.4822137,-107.0839377,Chl,122.25,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",243,347,162,192,101,108,6,0.084745763,1.185185185,-1.72,-100.9990355,-0.36345776,0.46685879,-296.6,-192.003291,293569.02,14,Upper Colorado Region
147,598,7284,NWIS_382856000000000,9/3/2021,38.4822137,-107.0839377,Chl,16.85,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",515,550,624,718,783,861,6,0.070044709,1.150641026,176.68,-782.9997902,0.063032368,1.134545455,194.96,-717.9997844,293569.02,14,Upper Colorado Region
148,599,7285,NWIS_382856000000000,9/23/2021,38.4822137,-107.0839377,Chl,23.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",754,893,986,1119,1215,1265,6,0.063182898,1.134888438,252.08,-1214.999879,0.049494412,1.104143337,255.72,-1118.999894,293569.02,14,Upper Colorado Region
149,606,7338,NWIS_383903000000000,10/28/2021,38.6508333,-118.7146944,Chl,72.75,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",206,596,106,266,38,65,6,0.430107527,2.509433962,124.64,-37.99432544,-0.698005698,0.177852349,-727.6,-266.0077561,367048.97,16,Great Basin Region
150,614,7373,NWIS_384200000000000,7/20/2021,38.7,-118.7218056,Chl,32.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",358,751,205,256,84,93,6,0.110629067,1.248780488,-11.92,-83.9990282,-0.571129707,0.272969374,-902.4,-256.0035465,367048.97,16,Great Basin Region
151,617,7384,NWIS_384200000000000,10/28/2021,38.7,-118.7218056,Chl,82.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",195,608,107,256,57,51,6,0.41046832,2.392523364,123,-56.99456046,-0.700699301,0.175986842,-754.44,-256.0077011,367048.97,16,Great Basin Region
152,630,7411,NWIS_384506000000000,7/20/2021,38.75169444,-118.725,Chl,51.56666667,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",461,816,255,305,130,127,6,0.089285714,1.196078431,-15,-129.9993571,-0.523809524,0.3125,-928.92,-305.0026961,367048.97,16,Great Basin Region
153,635,7421,NWIS_384506000000000,10/28/2021,38.75169444,-118.725,Chl,73.05,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",222,625,129,291,51,72,6,0.385714286,2.255813953,121.44,-50.99568449,-0.657824934,0.2064,-736.48,-291.0061519,367048.97,16,Great Basin Region
154,654,7492,NWIS_390021000000000,7/28/2020,39.00507778,-122.6773556,Chl,9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",238,437,144,198,70,74,6,0.157894737,1.375,15.52,-69.99810606,-0.504302926,0.329519451,-465.08,-198.0046561,436625.32,18,California Region
155,655,7494,NWIS_390021000000000,8/12/2020,39.00507778,-122.6773556,Chl,35.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",218,446,155,175,46,53,6,0.060606061,1.129032258,-36.68,-45.99926267,-0.484193012,0.347533632,-486.12,-175.0042095,436625.32,18,California Region
156,658,7500,NWIS_390021000000000,2/23/2021,39.00507778,-122.6773556,Chl,19.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",175,267,65,51,0,1,6,-0.120689655,0.784615385,-47.8,-0.004223228,-0.608433735,0.243445693,-357.52,-51.0116393,436625.32,18,California Region
157,660,7506,NWIS_390021000000000,4/22/2021,39.00507778,-122.6773556,Chl,7.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",370,492,258,234,179,184,6,-0.048780488,0.906976744,-65.08,-179.0003975,-0.312,0.524390244,-419.76,-234.0018434,436625.32,18,California Region
158,664,7516,NWIS_390029000000000,7/28/2020,39.0058222,-122.6852528,Chl,9.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",267,532,235,413,358,352,6,0.274691358,1.757446809,241.96,-357.998166,-0.387222947,0.441729323,-382.68,-413.0023756,436625.32,18,California Region
159,665,7517,NWIS_390029000000000,8/12/2020,39.0058222,-122.6852528,Chl,23.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",255,455,177,190,66,75,6,0.035422343,1.073446328,-44.72,-65.99961344,-0.439873418,0.389010989,-468.8,-190.0034519,436625.32,18,California Region
160,667,7523,NWIS_390029000000000,2/23/2021,39.0058222,-122.6852528,Chl,25.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",168,262,83,79,20,21,6,-0.024691358,0.951807229,-36.76,-20.00061004,-0.51884058,0.316793893,-310.76,-79.0082314,436625.32,18,California Region
161,668,7529,NWIS_390029000000000,4/22/2021,39.0058222,-122.6852528,Chl,11.25,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",231,342,126,113,76,65,6,-0.054393305,0.896825397,-39,-76.00091305,-0.461538462,0.368421053,-380.88,-113.0050125,436625.32,18,California Region
162,670,7537,NWIS_390029000000000,7/26/2021,39.0058222,-122.6852528,Chl,27.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",808,956,774,922,880,943,6,0.087264151,1.19121447,203.12,-879.9997926,-0.105202312,0.809623431,-206.48,-922.000246,436625.32,18,California Region
